# NACA 0012, 897x257 grid, CFL3D with SST-V model,
# freestream k/a_inf^2=9.e-9
# freestream omega*mu_inf/(rho_inf*a_inf^2)=1.e-6
# Lifting results have point vortex farfield correction on
# Note: results very near T.E. have high numerical error - see Swanson & Turkel, AIAA 87-1107, 1987
# (Results here given to greater accuracy than convergence tolerance)
variables="x","cf"
zone, t="alpha=0, upper surface"
    0.32412157200000E-06    0.77421522300000E-04
    0.13469168600000E-05    0.15673357100000E-03
    0.31491015300000E-05    0.23907178500000E-03
    0.58186065000000E-05    0.32453247700000E-03
    0.94511069600000E-05    0.41288611800000E-03
    0.14150627100000E-04    0.50419510800000E-03
    0.20030303900000E-04    0.59855886500000E-03
    0.27212760000000E-04    0.69610099300000E-03
    0.35831089900000E-04    0.79693086400000E-03
    0.46029341300000E-04    0.90113154100000E-03
    0.57963996400000E-04    0.10087577400000E-02
    0.71803275200000E-04    0.11198367000000E-02
    0.87729800700000E-04    0.12343584100000E-02
    0.10594040900000E-03    0.13522818900000E-02
    0.12664731200000E-03    0.14735423000000E-02
    0.15007861700000E-03    0.15980552400000E-02
    0.17647937100000E-03    0.17256981200000E-02
    0.20611404000000E-03    0.18562923700000E-02
    0.23926592300000E-03    0.19896633500000E-02
    0.27623600900000E-03    0.21255803300000E-02
    0.31735107800000E-03    0.22637452900000E-02
    0.36295430600000E-03    0.24038772100000E-02
    0.41341540100000E-03    0.25455725800000E-02
    0.46912845600000E-03    0.26884027800000E-02
    0.53050642600000E-03    0.28319764000000E-02
    0.59799227200000E-03    0.29757116000000E-02
    0.67205610700000E-03    0.31189895200000E-02
    0.75318932100000E-03    0.32612676700000E-02
    0.84191025200000E-03    0.34019185700000E-02
    0.93876424900000E-03    0.35402183400000E-02
    0.10443248300000E-02    0.36753926000000E-02
    0.11591931100000E-02    0.38066708900000E-02
    0.12839939400000E-02    0.39333170300000E-02
    0.14193778600000E-02    0.40545710400000E-02
    0.15660208900000E-02    0.41696638800000E-02
    0.17246230300000E-02    0.42778509700000E-02
    0.18959083800000E-02    0.43784230900000E-02
    0.20806232900000E-02    0.44707194900000E-02
    0.22795356300000E-02    0.45541408500000E-02
    0.24934341200000E-02    0.46281619000000E-02
    0.27231271400000E-02    0.46923444600000E-02
    0.29694417000000E-02    0.47463444100000E-02
    0.32332220600000E-02    0.47899526500000E-02
    0.35153199000000E-02    0.48230765400000E-02
    0.38166057800000E-02    0.48456611100000E-02
    0.41379672500000E-02    0.48577515400000E-02
    0.44803079200000E-02    0.48595196600000E-02
    0.48445500400000E-02    0.48512495100000E-02
    0.52316342500000E-02    0.48334053700000E-02
    0.56424853400000E-02    0.48065218100000E-02
    0.60780341700000E-02    0.47711920900000E-02
    0.65392623700000E-02    0.47281505500000E-02
    0.70271776100000E-02    0.46780365500000E-02
    0.75427866500000E-02    0.46206349500000E-02
    0.80870343400000E-02    0.45545357300000E-02
    0.86609777100000E-02    0.44779148900000E-02
    0.92657199100000E-02    0.43904092200000E-02
    0.99022798200000E-02    0.42978860400000E-02
    0.10571722900000E-01    0.42272703700000E-02
    0.11275160100000E-01    0.42271493000000E-02
    0.12013834900000E-01    0.43513895900000E-02
    0.12788717600000E-01    0.46246373100000E-02
    0.13601097300000E-01    0.49976287400000E-02
    0.14452201300000E-01    0.53742057600000E-02
    0.15343258200000E-01    0.56811845900000E-02
    0.16275517600000E-01    0.58975531700000E-02
    0.17250269700000E-01    0.60391482000000E-02
    0.18268857200000E-01    0.61296741500000E-02
    0.19332645500000E-01    0.61869076500000E-02
    0.20443037200000E-01    0.62214066300000E-02
    0.21601475800000E-01    0.62394430900000E-02
    0.22809438400000E-01    0.62454519800000E-02
    0.24068433800000E-01    0.62428051600000E-02
    0.25379998600000E-01    0.62338477000000E-02
    0.26745716100000E-01    0.62198890400000E-02
    0.28167238500000E-01    0.62020947200000E-02
    0.29646202900000E-01    0.61816666300000E-02
    0.31184334300000E-01    0.61591723900000E-02
    0.32783363000000E-01    0.61349319300000E-02
    0.34445084600000E-01    0.61092423300000E-02
    0.36171313400000E-01    0.60823503900000E-02
    0.37963911900000E-01    0.60543716000000E-02
    0.39824787500000E-01    0.60253189900000E-02
    0.41755877400000E-01    0.59951287700000E-02
    0.43759152300000E-01    0.59638717200000E-02
    0.45836631200000E-01    0.59318603000000E-02
    0.47990355600000E-01    0.58992882300000E-02
    0.50222411800000E-01    0.58662355900000E-02
    0.52534915500000E-01    0.58327424300000E-02
    0.54930005200000E-01    0.57987961900000E-02
    0.57409856500000E-01    0.57642799800000E-02
    0.59976670900000E-01    0.57290690000000E-02
    0.62632665000000E-01    0.56931260000000E-02
    0.65380096400000E-01    0.56564179200000E-02
    0.68221218900000E-01    0.56189899300000E-02
    0.71158312300000E-01    0.55810418000000E-02
    0.74193663900000E-01    0.55427639700000E-02
    0.77329583500000E-01    0.55042579800000E-02
    0.80568358300000E-01    0.54655754900000E-02
    0.83912305500000E-01    0.54267547100000E-02
